,filename,xmin,ymin,xmax,ymax,points
894,USGS_LPC_AR_Ouachita_B2_2016_LAS_2018/,-10406710,3823210,-10135382,4094538,47107139307
895,USGS_LPC_AR_Ouachita_B3_2016_LAS_2018/,-10405993,3862238,-10127707,4140524,46512512234
896,USGS_LPC_AR_Ouachita_B5_2016_LAS_2018/,-10456888,3954550,-10171698,4239740,45890378852
897,USGS_LPC_AR_Ouachita_B6_2016_LAS_2018/,-10514768,3963999,-10171624,4307143,57842459826
898,USGS_LPC_AR_Ouachita_B7_2016_LAS_2018/,-10519054,4008852,-10013608,4514298,63406510996
899,USGS_LPC_AR_R6_JeffersonCO_2015_LAS_2016/,-10275647,4037128,-10199017,4113758,6373874501
900,USGS_LPC_AR_R6_LowerBlackwaterWS_2015_LAS_2016/,-10211649,4249179,-10065685,4395143,15376420402
901,USGS_LPC_AR_R6_WashingtonCO_2015_LAS_2016/,-10525614,4262744,-10451404,4336954,12494961107
902,USGS_LPC_AR_UpperSaline_2014_LAS_2015/,-10366577,4065451,-10266917,4165111,2654344307
903,USGS_LPC_AZ_BrawleyRillito_FEMA_2018/,-12428065,3690630,-12283475,3835220,25415672618
904,USGS_LPC_AZ_BrawleyRillito_NRCS_2018/,-12327066,3678544,-12163998,3841612,10290327648
905,USGS_LPC_AZ_CORiverBasin_L1_2014_LAS_2017/,-12859140,3743445,-12746148,3856437,7676180577
906,USGS_LPC_AZ_ColoradoRiverLot2_2014_LAS_2015/,-12862071,3737584,-12743217,3856438,7596531769
907,USGS_LPC_AZ_Fredonia_QL1_2016_LAS_2018/,-12582870,4375364,-12498522,4459712,38767672275
908,USGS_LPC_AZ_LowerColoradoRiver_2015_LAS_2016/,-12747695,3870578,-12737943,3880330,240707258
909,USGS_LPC_AZ_Safford_QL2_2016_LAS_2018/,-12262250,3827973,-12188282,3901941,7184089121
910,USGS_LPC_AZ_VerdeKaibab_B1_2018_LAS_2019/,-12615053,3839355,-12134163,4320245,118102352125
911,USGS_LPC_AZ_VerdeKaibab_B1_TL_2018_LAS_2019/,-12515004,4250375,-12431694,4333685,1488624399
912,USGS_LPC_AZ_VerdeKaibab_B2_2018_LAS_2019/,-12590438,4082811,-12430494,4242755,35728383864
913,USGS_LPC_AZ_VerdeKaibab_B2_TL_2018_LAS_2019/,-12521659,4099398,-12513587,4107470,89842544
914,USGS_LPC_AZ_WalnutGulch_2015_LAS_2017/,-12266698,3708690,-12231598,3743790,2192995780
915,USGS_LPC_CA_Central_Valley_2017_LAS_2019/,-13541166,4421726,-13289436,4673456,13997234123
916,USGS_LPC_CA_E_SanDiegoCo_2016_LAS_2017/,-13082102,3822333,-12921430,3983005,15032918017
917,USGS_LPC_CA_FEMA_R9_Alpine_2017_LAS_2018/,-13367879,4638435,-13354103,4652211,394164274
918,USGS_LPC_CA_FEMA_R9_Cow_Creek_2017_LAS_2018/,-13624851,4932633,-13582583,4974901,1368537400
919,USGS_LPC_CA_FEMA_R9_Keefer_2017_LAS_2018/,-13580695,4826011,-13556801,4849905,1535727196
920,USGS_LPC_CA_FEMA_R9_Mendocino_HF_2017_LAS_2018/,-13813647,4686458,-13684475,4815630,104549010877
921,USGS_LPC_CA_FEMA_R9_Russian_2017_LAS_2018/,-13745714,4696922,-13662972,4779664,11754878030
922,USGS_LPC_CA_FEMA_R9_Upper_Pit_2017_LAS_2019/,-13508840,4998874,-13386248,5121466,24097650006
923,USGS_LPC_CA_LakeCounty_2015_LAS_2017/,-13727616,4673564,-13595624,4805556,22111672219
924,USGS_LPC_CA_LongValleyCaldera_2017_LAS_2018/,-13235710,4516734,-13205670,4546774,1542355109
925,USGS_LPC_CA_LosAngeles_2016_LAS_2018/,-13271559,3934093,-13064831,4140821,75242414417
926,USGS_LPC_CA_NoCAL_Wildfires_B1_2018/,-13487271,4695601,-13342027,4840845,86376910091
927,USGS_LPC_CA_NoCAL_Wildfires_B2_2018/,-13686034,4680433,-13455662,4910805,49288667370
928,USGS_LPC_CA_NoCAL_Wildfires_B3_2018/,-13804917,4759547,-13650641,4913823,76331385437
929,USGS_LPC_CA_NoCAL_Wildfires_B4_2018/,-13851443,4666676,-13527705,4990414,61750406838
930,USGS_LPC_CA_NoCAL_Wildfires_B5a_2018/,-13614720,4588120,-13446840,4756000,24215058797
